sentence,city,place,day,time
khodni men maison lel tunis vendredi now,tunis,maison,vendredi,now
nemchi bizerte ghodwa dhuhr,bizerte,gare,ghodwa,dhuhr
أريد الذهاب إلى nabeul mardi matin,nabeul,,mardi,matin
nemchi kairouan dimanche dhuhr,kairouan,bureau,dimanche,dhuhr
nemchi tunis samedi leyl,tunis,,samedi,leyl
I need a taxi to tunis  après-midi,tunis,aéroport,,après-midi
nemchi hammamet el-lahad asr,hammamet,bureau,el-lahad,asr
أريد الذهاب إلى hammamet mercredi now,hammamet,hotel,mercredi,now
I need a taxi to sfax ghodwa asr,sfax,gare,ghodwa,asr
khodni men bureau lel monastir jeudi asr,monastir,bureau,jeudi,asr
aller à bizerte ghodwa soir,bizerte,aéroport,ghodwa,soir
nemchi sfax next tuesday,sfax,maison,next tuesday,
nemchi sfax apres-demain now,sfax,maison,apres-demain,now
khodni men hotel lel tunis el-lahad asr,tunis,hotel,el-lahad,asr
khodni men  lel monastir,monastir,,,
nemchi hammamet jeudi asr,hammamet,,jeudi,asr
أريد الذهاب إلى hammamet next tuesday après-midi,hammamet,maison,next tuesday,après-midi
khodni men bureau lel kairouan el-lahad asr,kairouan,bureau,el-lahad,asr
I need a taxi to bizerte jeudi leyl,bizerte,maison,jeudi,leyl
aller à kairouan ghodwa maghreb,kairouan,maison,ghodwa,maghreb
khodni men  lel hammamet jeudi maghreb,hammamet,,jeudi,maghreb
أريد الذهاب إلى monastir ghodwa après-midi,monastir,gare,ghodwa,après-midi
khodni men hotel lel sfax samedi après-midi,sfax,hotel,samedi,après-midi
khodni men gare lel hammamet  asr,hammamet,gare,,asr
I need a taxi to sousse next tuesday après-midi,sousse,bureau,next tuesday,après-midi
nemchi sousse lundi sbeh,sousse,gare,lundi,sbeh
take me from aéroport to tunis samedi leyl,tunis,aéroport,samedi,leyl
I need a taxi to nabeul el-talata asr,nabeul,gare,el-talata,asr
I need a taxi to sfax  soir,sfax,,,soir
أريد الذهاب إلى monastir lyoum leyl,monastir,aéroport,lyoum,leyl
I need a taxi to tunis samedi maghreb,tunis,bureau,samedi,maghreb
aller à tunis apres-demain soir,tunis,maison,apres-demain,soir
nemchi nabeul lundi asr,nabeul,maison,lundi,asr
nemchi bizerte samedi dhuhr,bizerte,maison,samedi,dhuhr
aller à nabeul next tuesday sbeh,nabeul,maison,next tuesday,sbeh
أريد الذهاب إلى sousse vendredi matin,sousse,bureau,vendredi,matin
aller à kairouan el-talata sbeh,kairouan,,el-talata,sbeh
khodni men  lel kairouan mardi après-midi,kairouan,,mardi,après-midi
أريد الذهاب إلى sfax samedi,sfax,maison,samedi,
khodni men bureau lel hammamet lyoum sbeh,hammamet,bureau,lyoum,sbeh
aller à nabeul el-talata soir,nabeul,bureau,el-talata,soir
take me from maison to sfax jeudi,sfax,maison,jeudi,
take me from bureau to monastir jeudi dhuhr,monastir,bureau,jeudi,dhuhr
I need a taxi to kairouan ghodwa now,kairouan,maison,ghodwa,now
I need a taxi to tunis lundi,tunis,hotel,lundi,
أريد الذهاب إلى kairouan mardi après-midi,kairouan,gare,mardi,après-midi
أريد الذهاب إلى bizerte mardi sbeh,bizerte,bureau,mardi,sbeh
nemchi hammamet ghodwa dhuhr,hammamet,bureau,ghodwa,dhuhr
I need a taxi to bizerte vendredi sbeh,bizerte,bureau,vendredi,sbeh
أريد الذهاب إلى hammamet ghodwa soir,hammamet,maison,ghodwa,soir
khodni men aéroport lel tunis next tuesday dhuhr,tunis,aéroport,next tuesday,dhuhr
take me from  to bizerte el-jemaa maghreb,bizerte,,el-jemaa,maghreb
aller à monastir mercredi,monastir,gare,mercredi,
أريد الذهاب إلى monastir dimanche dhuhr,monastir,hotel,dimanche,dhuhr
aller à hammamet ghodwa leyl,hammamet,,ghodwa,leyl
nemchi tunis mardi sbeh,tunis,bureau,mardi,sbeh
I need a taxi to monastir  asr,monastir,gare,,asr
take me from maison to sousse lundi now,sousse,maison,lundi,now
nemchi bizerte mercredi soir,bizerte,hotel,mercredi,soir
aller à kairouan samedi sbeh,kairouan,bureau,samedi,sbeh
khodni men gare lel monastir samedi,monastir,gare,samedi,
I need a taxi to nabeul ghodwa asr,nabeul,hotel,ghodwa,asr
take me from aéroport to nabeul ghodwa asr,nabeul,aéroport,ghodwa,asr
أريد الذهاب إلى nabeul lundi maghreb,nabeul,hotel,lundi,maghreb
aller à bizerte ghodwa leyl,bizerte,hotel,ghodwa,leyl
khodni men bureau lel tunis lyoum dhuhr,tunis,bureau,lyoum,dhuhr
khodni men aéroport lel nabeul el-talata après-midi,nabeul,aéroport,el-talata,après-midi
أريد الذهاب إلى bizerte mardi sbeh,bizerte,maison,mardi,sbeh
أريد الذهاب إلى kairouan  leyl,kairouan,hotel,,leyl
take me from maison to hammamet apres-demain dhuhr,hammamet,maison,apres-demain,dhuhr
khodni men hotel lel sousse samedi maghreb,sousse,hotel,samedi,maghreb
aller à nabeul mercredi,nabeul,,mercredi,
khodni men aéroport lel monastir lyoum dhuhr,monastir,aéroport,lyoum,dhuhr
أريد الذهاب إلى kairouan vendredi leyl,kairouan,bureau,vendredi,leyl
khodni men gare lel tunis mardi matin,tunis,gare,mardi,matin
khodni men gare lel bizerte  leyl,bizerte,gare,,leyl
I need a taxi to hammamet jeudi now,hammamet,aéroport,jeudi,now
أريد الذهاب إلى sfax vendredi après-midi,sfax,gare,vendredi,après-midi
aller à bizerte ghodwa maghreb,bizerte,gare,ghodwa,maghreb
nemchi tunis samedi,tunis,maison,samedi,
I need a taxi to kairouan dimanche leyl,kairouan,gare,dimanche,leyl
أريد الذهاب إلى nabeul lyoum soir,nabeul,,lyoum,soir
I need a taxi to sfax mardi soir,sfax,bureau,mardi,soir
nemchi sousse ghodwa maghreb,sousse,aéroport,ghodwa,maghreb
